English	Yoruba
So this is perfectly manageable if it is managed, but in the present circumstances, the pressure is at the point of entry, and then, as people move in this chaotic way through the Balkans, then they come to Germany, Sweden, basically, and Austria.	Ni bayii, o se kedere ti a ba se e, sugbón nigba ti awon eeyan ba n ranti òna ti wón n lo lorilè-ede Balkan, nigba naa, bi awon eeyan se n ranti òna ti wón n lo lori
#NAME?	#NAME?
"Femi Adesina also said ""he is the only president invited on the occasion of twenty years anniversary and and the directors in the ministries in Nigeria saw this invitation as a means to appreciate the support given by Nigeria for the day."	"Fémi Adesina tun so pe ""Aare kan soso ni aare ti a pe lójó odun ogórun-un odun, awon alaboojuto ijoba orilè-ede Naijiria ati awon adari awon minisita lorilè-ede Naijiria ri i pe aare yii"
Phishing attacks that use malware often rely on software bugs in order to get the malware onto your machine.	Awon isé-airidimu ti o n lo isé-airidimu n gbékè le isé-airidimu lati ri isé-airidimu naa lori èro-ibanisòròo re.
Was the proceeding during the probe tape recorded?	Se nnkan selè nigba ti wón gbe ejó naa jade?
"The travelers had paid ""hundreds of dollars apiece"" for the trip from Cape Verde. In June 2019, US Customs and Border Protection in Del Rio, Texas, USA, arrested more than 500 Africans from Republic of the Congo, Democratic Republic of Congo, and Angola, for trying to cross into the USA via the Rio Grande River."	Ni June 2019, awon akede to n gbe ni ilu Del Rio, ni ipinlè Texas, lorilè-ede Amérika, mu awon omo ilè Adulawò lati Republic of the Congo, Democratic Republic of Congo, ati Angola, tori pe wón n gbiyanju lati lo si orilè-ede USA
"The islands of the Caribbean, she said, ""do not have the luxury of time because [we] are busy trying to survive."""	"Nigba to n sòrò nipa awon erekusu to wa ni Caribbean, o ni, ""ma nilo akoko nitori [a] n gbiyanju lati duro."""
How Ebola spread to Goma	Bi Ebola se n lo si Goma
"""President Muhammadu Buhari gave the directive immediately the matter was brought to his attention about two weeks ago."	"""Aare Muhammadu Buhari fi òrò naa han lósè meji séyin."
Labake asked, swallowing some saliva.	Labake ni, o n gbe eegun kan.
It is an assault on the dignity of women and a violation of constitutional rights for a dignified life for every human being.	O jé ohun ti a fi n ba awon obinrin jé, ti a si n fi ètó okan won silè fun igbe aye to daa fun gbogbo eniyan.
"""Mama?"" retorted Labake, ""Mama called me all sorts of names devil, enemies' agent, murderer holding me responsible for her son's plight, threatening to kill me if I did not pack out of her son's house immediately."	"Labake so pe, ""Mama n pe mi ni eeyan, olópaa, olópaa, olópaa, olópaa, olópaa n jé ki n pa mi bi mi o ba kuro nile omode rè."
But these sets of rules or steps cannot be objective, because they've been designed by human beings within a specific cultural context and are shaped by specific cultural values.	Sugbón awon ilana tabi isé yii o le se ohun ti o ye, nitori awon eniyan ti n se awon nnkan ti o se pataki, awon nnkan ti o se pataki ni awon ohun ti o se pataki.
We went to the hair salon every six to eight weeks, without fail, to subject our scalps to harsh straightening chemicals beginning at a very young age -- sometimes eight, 10 -- that would result in hair loss, bald spots, sometimes even burns on the scalp.	A n lo si ile iworan lósè méfa, ki a le fi awon nnkan ti o ti di omode sisé -- nigba mii méjo, mésan-an -- iyen yoo mu ki awon nnkan ti o ti di omode, nigba mii
And it's not only about refugees; there are many other areas.	Ki i se nipa aabo nikan; òpò ibi mii wa.
We're going to do this wider and wider, bigger and bigger, and we're going to know more about the suspect, and we're going to build an identikit.	A o maa se yii lópòlopò, lópòlopò, a o si mò nipa òdaran naa, a o si kó èro-ayarabiasa.
So we're going to have to go all-out thermonuclear response, stimulate the total cytokine cascade.	Nitori naa, a o ni lati se ohun ti o n selè ninu èro-ayarabiasa, ki o si mu ki gbogbo èro-ayarabiasa to wa ninu èro-ayarabiasa sisé.
"Then she took another look at her husband. Labake bent her head. That strange 'ha ha ha ha"" laughter came to her ears once more, she heard the mocking voices of the neighbours once more, she saw, anew, how the mammy-wagon driver demonstrated the turning of the head."	Léyin naa, o wo oko rè. Labake gbe e lówó, o gbó ohun ti awon aladuugbo n gbe, o ri bi okò okò okò okò naa se n fi oruko rè han.
If the eye does not see, the mouth says nothing.	Bi oju o ri, enu o so nnkankan.
Since 2002, the school has promoted and preserved the Zanzibar's unique mix of Arab, Indian and African cultures through music.	Lati odun 2002, ile-èkó naa ti n seto awon nnkan ti o yatò si Arabinrin, India ati Afirika nipa orin.
The whole immune system swarms into the lungs.	Gbogbo ohun ti o ba ara èjè silè.
"You no longer can deny this because we have shown the court evidence to prove this."" Lawyer Adio now turned to the learned Judge."	"O o le da e loju tori pe a ti fi èri han ile ejó lati fi èri rè han."" Alaga adehun Adio lówó."
"Ahmed who heads the presidential committee stated that ""the President further directed the committee to ensure that measures that protect the poor and the vulnerable are in place."""	"Ahmed to n boju to igbimò asofin so pe ""Aare tun ran igbimò naa lówó lati ri i pe awon ohun ti o nilo lati daabo bo awon oloore ati awon ti o nilo aabo."""
"""I have never doubted the capacity of Nigerians to excel when given the right support,"" he noted, while promising the Federal Government's commitment to sports development as a unifying force."	"Bakan naa, o so pe, ""Mi o da mi loju pe awon omo orilè ede Naijiria o lee se ohun ti wón nilo lati sisé lori ere idaraya gégé bi agbabóòlu olórèéjòré."
Through her attorneys, Gyumi argued that the LMA provisions were discriminatory for giving preferential treatment to males in the matter of eligible marriage age.	Nipasè awon agbejóro rè, Gyumi fèsun kan pe awon ile ejó LMA o da awon eeyan loju pe wón n fun awon eeyan lówó ninu òrò ti wón n beere fun awon eeyan.
BG: Let's start with a figure.	BG: Jòwó bèrè pèlu ohun kan.
What would she do if Alamu to be there among these people and be given this harsh, acrimonious treatment?	Ki ni o maa se bi Alamu ba wa laaarin awon eeyan wònyi, ti wón si fi awon eeyan yii silè?
The trick for the outsider who wants to help is identifying who those individuals are, and building a pathway for them to lead.	Ohun ti olusamulo to fé ransé ni pe ki wón mò eni ti wón n jé, ki wón si gbe òna fun won lati sisé.
It also turned out to be one of the best investments the US made in the 20th century.	O tun di òkan lara awon owo to dara julo ti orilè-ede US se lódun ogun.
Convicted persons risk a five-year jail term or a fine not less than 10 million nairas [about $28,000 United States dollars] or both.	Awon eniyan ti wón da ejó naa ni èwòn odun marun-un tabi èwòn odun marun-un to le ni miliònu mésan-an nairas [nnkan bii miliònu méwaa dóla orilè-ede Amérika] tabi meji.
And here is some encouraging news.	Ni bayii ni awon iroyin to n funni nisiiri.
"""In his meeting with his American counterpart, VP Osinbajo would be discussing matters of mutual interests between Nigeria and the US, while he would be speaking on Nigeria's economic prospects and other related matters in his meeting with the Council on Foreign Relations."""	"""Ni ipade rè pèlu aare rè lorilè-ede Amérika, VP Osinbajo yoo sòrò nipa ohun ti orilè-ede Naijiria ati orilè-ede US nilo, o si maa sòrò nipa idagbasoke aje orilè-ede Naijiria ati "
And every single time, he's refused.	Gbogbo igba ni o ti fèsun rè.
The second goal was even easier for the on-loan Valencia striker, as he tapped the ball into the net after Hans Vanaken's shot had rebounded to him.	Èwè, ifesèwonsè akókó ikò agbabóòlu Valencia, ti o gba ifesèwonsè akókó òhun silè léyin ti o gba ifesèwonsè naa.
The first case of Ebola in the eastern Democratic Republic of Congo city, Goma, was discovered on Sunday, officials said, raising concerns the virus could spread quicker in a densely populated area close to the Rwandan border.	Wón ri ejó akókó ti wón n pe ni Ebola ni ilu Goma to wa ni apa ariwa orilè-ede Kongo.
On the one hand, you have high-education, high-wage jobs like doctors and nurses, programmers and engineers, marketing and sales managers.	Ni òkan lara, o ni èkó giga, o ni awon isé ti o lagbara bi dokita ati ologun, awon onimò-ayarabiasa ati onimò-ayarabiasa, awon onimò-ayarabiasa ati onimò-ayarabiasa, awon onimò
#NAME?	#NAME?
Most people in this room own companies via their superannuation funds, their banks and their insurers.	Òpò eeyan lo wa ninu iyawo yii lo n gbe awon ileesé nipasè owo awon owo ti wón n gbe, awon ileesé ileesé ati awon ileesé ileesé won.
Tropical Cyclone Fani, the strongest to hit India in five years, spent days building up power in the northern reaches of the Bay of Bengal before it struck the coast of the state of Odisha at around 8 a.m.	Iji lile Tropical Cyclone Fani, ti o lagbara ju lo ni India lódun marun-un, lo ojó méèédógbòn ki iji naa to waye ni agbegbe Odisha.
Cases of witch-hunting have been reported from Chattisgarh, Odisha, Gujarat, West Bengal Assam, Bihar, Maharashtra and Rajasthan too.	Awon eeyan ti n gbe ejó awon eeyan ni Chattisgarh, Odisha, Gujarat, West Bengal Assam, Bihar, Maharashtra ati Rajasthan.
The ritual known as the Holy Communion or Eucharist has Orthodox Christian worshipers drinking consecrated wine by a shared spoon, while Catholics eat thin slices of bread directly from the hand of the priest.	Awon to n sòrò nigba ti wón n pe ni Iku Kristi tabi Iku Kristi ni awon osisé Orthodox ti n mu ounje ti wón fi n je eegun, bi wón se n je eegun ti wón n je lówó olópaa.
Also in North Macedonia, right-wing propagandists expressed support to the church.	Bakan naa ni orilè-ede North Makedonia, awon agbejóro oselu òtòòtò fi òrò won han si awon osisé.
The host is eating the fruits of the gbìngbindo tree; the visitor asks to be treated to some black-eyed peas.	Alejò n je èsin gbingbindo; alejò n beere pe ki wón gbe eegun kan.
Photo by Ọmọ Yoòbá, used with permission.	Aworan lati owó Omo Yooba, lo lo pèlu ètó.
The director of the Yoruba section in Abuja Abiodun Popoola told people that a lot of programs have been specially arranged for the enjoyment of the loved once throughout the nation.	Oludari èka ófiisi orilè ede Yoruba niluu Abuja Abiodun Popoola so fun awon eeyan pe òpòlopò awon isé ti wón se fun igberu ba awon eeyan ni orilè ede naa.
When I was growing up, I didn't even know that wildlife conservation was a career.	Nigba ti mo n dagba, mi o tiè mò pe isé ologun ni wón n se.
Here it is.	Béè ni.
However, it was not until April 23, when, as a guest at a UNESCO event in Port Harcourt, in the oil-rich Niger Delta region, did her cry for the release of the schoolgirls grab national and international attention:	Amó, ki i se titi di April 23, nigba ti wón sòrò nibi apero UNESCO ni ilu Port Harcourt, ni agbegbe omiyale orilè-ede Niger Delta, se igberu ba awon omo ile-èkó naa lati mu awon omo ile-èkó naa silè lorilè-
It wasn't flying microbes.	Ki i gbe eegun.
As a wife who loves him so well, you should try and talk things over with him.	Gégé bi iyawo to fé e gan-an, o ye ki o gbiyanju lati ba a sòrò.
And then you're on your own because the pandemic is going to last for 18 to 24 months.	Nigba naa, o wa lori ara re nitori arun arun yii maa pari fun osu mejidinlogun si osu méfa.
Could all these be true really?	Se gbogbo awon wònyi le jé òrò tootó?
15. I commend the State Governors for the activation of State-level Emergency Operation Centres, establishment of new treatment centres and the delivery of aggressive risk communication strategies.	Mo dupé lówó awon Gomina ipinlè naa fun idagbasoke awon ile-iwosan to n boju to isé iranwó lorilè-ede Naijiria, awon ile-iwosan tuntun ti wón n boju to isé iranwó naa ati pe wón n boju to 
AFCON President Amaju Pinnick explained that the Confederation would only consider bids from countries with the ability to host the competition.	Aare ajo AfCON, Amaju Pinnick salaye pe awon orilè-ede ti o ni anfaani lati se ifesèwonsè naa nikan ni awon orilè-ede ti o ni anfaani lati se ifesèwonsè naa.
These stereotypical narratives, however, often inform visa policy:	Amó, awon itan ti wón fi n sòrò yii n salaye ilana iwadii:
No, it was not. You merely paraphrased evidence at the probe in black and white?	Rara, o o fi èri sòrò nipa iwadii naa ninu èwòn ati funfun?
