English	Yoruba
Esuniyi held out the piece of paper inside which Labake's lock of hair and nails were wrapped.... 'No problem, Mama'	Esuniyi gbe iwe iroyin naa jade nibi ti wón ti gbe irun Labake ati èyin rè... 'Ko soro, mama'
However, as a Yorùbá chief, he focused his cultural work on uniting the seven grandchildren of Odùduwa, serving as a mediator.	Amó, gégé bi òkan lara awon to n sisé lori ede Yoruba, o n sisé lori awon omo meje ti o jé Oduduwa, o si n sisé gégé bi oniroyin.
So this is perfectly manageable if it is managed, but in the present circumstances, the pressure is at the point of entry, and then, as people move in this chaotic way through the Balkans, then they come to Germany, Sweden, basically, and Austria.	Eyi jé ohun ti o se e se, sugbón nigba ti awon eeyan ba n lo lówó lówó, nigba naa, bi awon eeyan ba n lo lówó ni òna aarin orilè-ede naa, wón maa n lo si Germany, Sweden,
#NAME?	#name?
"Femi Adesina also said ""he is the only president invited on the occasion of twenty years anniversary and and the directors in the ministries in Nigeria saw this invitation as a means to appreciate the support given by Nigeria for the day."	"Fémi Adesina tun so pe ""Aare kan soso ti a pe lójó aadórin odun yii ati awon alaboojuto ijoba orilè ede Naijiria ri i pe a pe òrò yii jé òna lati moyi iranlówó ti orilè ede Naijiria"
Phishing attacks that use malware often rely on software bugs in order to get the malware onto your machine.	Isé-airidimu ti o n lo malware nigba gbogbo n gbékè le awon asise isé-airidimu ti o n lo malware lori èro-ayarabiasa ki o le ri malware lori èro-ayarabiasa re.
Was the proceeding during the probe tape recorded?	Njé nigba ti wón gbe iwe iwadii naa jade ni wón ti gbe ejó naa silè?
"The travelers had paid ""hundreds of dollars apiece"" for the trip from Cape Verde. In June 2019, US Customs and Border Protection in Del Rio, Texas, USA, arrested more than 500 Africans from Republic of the Congo, Democratic Republic of Congo, and Angola, for trying to cross into the USA via the Rio Grande River."	Ni June 2019, awon to n rinrin ajo to n gbe ni ilu Del Rio, Texas, lorilè-ede Amérika mu awon omo ilè Adulawò to le ni marun-un (500) lati Republic of the Congo, Democratic Republic of Congo, ati Angola, tori pe wón n
"The islands of the Caribbean, she said, ""do not have the luxury of time because [we] are busy trying to survive."""	"O so pe, awon erekusu to wa ni Caribbean, ""ma nilo akoko nitori [a] n gbiyanju lati fara da a."""
How Ebola spread to Goma	Bi Ebola se n sosé si Goma
"""President Muhammadu Buhari gave the directive immediately the matter was brought to his attention about two weeks ago."	"""Aare Muhammadu Buhari fi òrò yii han lósè meji séyin."
Labake asked, swallowing some saliva.	Labake ni, o n gbe eegun diè.
It is an assault on the dignity of women and a violation of constitutional rights for a dignified life for every human being.	O jé èsun ti wón fi kan awon obinrin, ti wón si n fi ètó ti wón ni lati gbe igbe aye to daa fun gbogbo eniyan.
"""Mama?"" retorted Labake, ""Mama called me all sorts of names devil, enemies' agent, murderer holding me responsible for her son's plight, threatening to kill me if I did not pack out of her son's house immediately."	"Labake so pe, ""Mamaa pe mi ni oniruuru oruko, eeyan, olópaa, olopaa n mu mi loju, o n fiya je mi ninu ile omode rè, o si n fiya je mi bi mi o ba kuro nile omode rè."
But these sets of rules or steps cannot be objective, because they've been designed by human beings within a specific cultural context and are shaped by specific cultural values.	Sugbón awon ofin tabi isé wònyi o le jé ohun ti o se kedere, nitori èda èda eeyan ni wón ti se e se, awon ohun ti awon eeyan se ni wón si n se.
We went to the hair salon every six to eight weeks, without fail, to subject our scalps to harsh straightening chemicals beginning at a very young age -- sometimes eight, 10 -- that would result in hair loss, bald spots, sometimes even burns on the scalp.	Ojo méfa si méjo ni a maa n lo si ile-iwosan irora lósè méfa, a o ni fi awon nnkan to n boju to ara wa -- nigba miiran méjo si méwaa -- iyen maa n mu ki irora pò si i, ki
And it's not only about refugees; there are many other areas.	Ki i se nipa awon to n wa ibi aabo, òpò ibi mii lo wa.
We're going to do this wider and wider, bigger and bigger, and we're going to know more about the suspect, and we're going to build an identikit.	A o ni se eyi to jinna ju lo, to jinna ju lo, a o ni mo siwaju nipa afèhonuhan, a o si kó èro idanimò.
So we're going to have to go all-out thermonuclear response, stimulate the total cytokine cascade.	Nitori naa, a o ni lati sisé lori èro-ayarabiasa, ki a si mu ki gbogbo èro-ayarabiasa ninu èro-ayarabiasa.
"Then she took another look at her husband. Labake bent her head. That strange 'ha ha ha ha"" laughter came to her ears once more, she heard the mocking voices of the neighbours once more, she saw, anew, how the mammy-wagon driver demonstrated the turning of the head."	"Léyin naa, o tun wo oko rè. Labake tèsiwaju. Iru 'ha ha ha ha"" ti o n gbó, o n gbó ohun ti awon aladuugbo n gbó, o n gbó ohun ti awon aladuugbo n gbó, o ri"
If the eye does not see, the mouth says nothing.	Bi oju o ri, enu o so nnkan.
Since 2002, the school has promoted and preserved the Zanzibar's unique mix of Arab, Indian and African cultures through music.	Lati odun 2002, ile-èkó naa ti gbe awon nnkan òtòòtò ti ilè Arabinrin, India ati ilè Adulawò silè nipa orin.
The whole immune system swarms into the lungs.	Gbogbo ohun ti o ba jé ki èjè gbogun si inu èkun.
"You no longer can deny this because we have shown the court evidence to prove this."" Lawyer Adio now turned to the learned Judge."	"O o le fi eyi han tori pe a ti fi èri okan ile ejó han."" Adajó Adio ti di adajó ti o kékòó."
"Ahmed who heads the presidential committee stated that ""the President further directed the committee to ensure that measures that protect the poor and the vulnerable are in place."""	"Ahmed to jé alaga igbimò asoju naa so pe ""Aare tun ran igbimò asoju naa lówó lati ri i daju pe awon nnkan ti wón nilo lati daabo bo awon oloootó ati awon ti isèlè naa ba n lo."""
"""I have never doubted the capacity of Nigerians to excel when given the right support,"" he noted, while promising the Federal Government's commitment to sports development as a unifying force."	"O fikun un pe, ""Mi o tii ronu nipa bi awon omo orilè ede Naijiiria se le sisé ribiribi nigba ti ijoba ran awon omo orilè ede Naijiiria lówó, ti wón si n sisé gégé bi agbabóòlu"
Through her attorneys, Gyumi argued that the LMA provisions were discriminatory for giving preferential treatment to males in the matter of eligible marriage age.	Ninu awon agbejóro rè, Gyumi da awon agbejóro rè loju pe awon ile igbimò asofin ti wón n se ni LMA o jé ki wón sisé ologun tori pe wón n fun awon arakunrin lówó ninu òrò ti wón
BG: Let's start with a figure.	BG: E jé ka bèrè pèlu awo.
What would she do if Alamu to be there among these people and be given this harsh, acrimonious treatment?	Ki ni o maa se bi Alamu ba wa laaarin awon eeyan wònyi ti wón si fun un ni itóju to lagbara yii?
The trick for the outsider who wants to help is identifying who those individuals are, and building a pathway for them to lead.	Ohun ti alainile ti o fé ransé ni pe ki wón mò eni ti wón jé, ki wón si gbe òna ti wón le gbe.
It also turned out to be one of the best investments the US made in the 20th century.	O tun jé òkan lara awon owo to dara ti orilè-ede US se lódun ogun odun.
Convicted persons risk a five-year jail term or a fine not less than 10 million nairas [about $28,000 United States dollars] or both.	Awon eniyan ti wón fèsun kan ni èwòn odun marun-un tabi èwòn odun marun-un ti wón fi kan an.
And here is some encouraging news.	Iroyin to n funni nisiiri niyen.
"""In his meeting with his American counterpart, VP Osinbajo would be discussing matters of mutual interests between Nigeria and the US, while he would be speaking on Nigeria's economic prospects and other related matters in his meeting with the Council on Foreign Relations."""	"""Ni ipade rè pèlu akeegbé rè lorilè-ede Amérika, Osinbajo yoo sòrò nipa ohun ti orilè-ede Naijiria ati orilè-ede US nilo, o si maa sòrò nipa eto orò aje orilè ede Naijiria ati "
And every single time, he's refused.	Gbogbo igba ni wón kò lati se béè.
The second goal was even easier for the on-loan Valencia striker, as he tapped the ball into the net after Hans Vanaken's shot had rebounded to him.	Ikò agbabóòlu Valencia ti o gba ami-ayo keji gba ami-ayo keji, béè si ni, o gba ami-ayo keji wole léyin ti Hans Vanaken gba ami-ayo naa.
The first case of Ebola in the eastern Democratic Republic of Congo city, Goma, was discovered on Sunday, officials said, raising concerns the virus could spread quicker in a densely populated area close to the Rwandan border.	Wón ri ejó akókó ti wón pe ni Ebola ni ilu Goma ni apa ariwa orilè-ede Congo, iyen Goma lójó Aiku (Sunday), awon alase so pe, awon nnkan ti wón n gbe ni agbegbe to pò ju lorilè-ede Ruwanda
On the one hand, you have high-education, high-wage jobs like doctors and nurses, programmers and engineers, marketing and sales managers.	Owó kan, o ni èkó giga, o ni isé ti o n sisé bi dokita ati nọ́ọsi, awon onimò-èro ati onimò-èro, awon onimò-èro ati onimò-èro, awon onimò-opolo ati
#NAME?	#name?
Most people in this room own companies via their superannuation funds, their banks and their insurers.	Òpò eeyan to wa ninu yara yii lo n gbe ile won nipasè owo ti wón fi n wole, ile-isé won ati awon ile-isé won.
Tropical Cyclone Fani, the strongest to hit India in five years, spent days building up power in the northern reaches of the Bay of Bengal before it struck the coast of the state of Odisha at around 8 a.m.	Iji lile kan to n jé Fani, to jé òkan lara awon iji to ja ni India lati odun marun-un séyin lo lo òpò ojó lati sagbegbe Bay of Bengal ki o to ja ni ipinlè Odisha ni aago méjo alé.
Cases of witch-hunting have been reported from Chattisgarh, Odisha, Gujarat, West Bengal Assam, Bihar, Maharashtra and Rajasthan too.	Wón ti ri awon eeyan ti wón n pe ni Chattisgarh, Odisha, Gujarat, West Bengal Assam, Bihar, Maharashtra ati Rajasthan naa.
The ritual known as the Holy Communion or Eucharist has Orthodox Christian worshipers drinking consecrated wine by a shared spoon, while Catholics eat thin slices of bread directly from the hand of the priest.	Awon to n so ede Olórun ni awon Kristeni to jé Orthodox n mu ounje ti wón fi n je, awon Katoliiki si n je ounje ti wón n je lówó olópaa.
Also in North Macedonia, right-wing propagandists expressed support to the church.	Bakan naa ni orilè-ede North Makedonia, awon asaaju-òna òtòòtò fi òrò won han si sóòsi.
The host is eating the fruits of the gbìngbindo tree; the visitor asks to be treated to some black-eyed peas.	Alejo n je èsin gbingbindo; alejo n pe ki wón gbe eegun kan.
Photo by Ọmọ Yoòbá, used with permission.	Aworan lati owó Omo Yooba, lilo pèlu iyònda.
The director of the Yoruba section in Abuja Abiodun Popoola told people that a lot of programs have been specially arranged for the enjoyment of the loved once throughout the nation.	Oludari èka ófiisi Yoruba niluu Abuja Abiodun Popoola so fun awon eeyan pe òpòlopò awon eto isé ti wón ti se pataki fun ifé awon eeyan ni orilè-ede naa.
When I was growing up, I didn't even know that wildlife conservation was a career.	Nigba ti mo ti n dagba, mi o tiè mò pe isé abe ni nnkan miiran.
Here it is.	Béè ni.
However, it was not until April 23, when, as a guest at a UNESCO event in Port Harcourt, in the oil-rich Niger Delta region, did her cry for the release of the schoolgirls grab national and international attention:	Amó, ki i se April 23, nigba ti o n sòrò nibi apero UNESCO kan to waye ni ilu Port Harcourt, lorilè-ede Niger Delta, se igberu ba awon omo ile-iwe naa lati mu awon omo ile-iwe naa jade lorilè-ede Naijiria
It wasn't flying microbes.	Ki i se aféfé.
As a wife who loves him so well, you should try and talk things over with him.	Gégé bi iyawo to nifèé rè daadaa, o ye ki o gbiyanju lati ba a sòrò.
And then you're on your own because the pandemic is going to last for 18 to 24 months.	Nigba naa e wa lori ara yin nitori arun arun yii maa pari fun osu mejidinlogun (18) si osu mérinlelogun.
Could all these be true really?	Se gbogbo wònyi le jé otitó?
15. I commend the State Governors for the activation of State-level Emergency Operation Centres, establishment of new treatment centres and the delivery of aggressive risk communication strategies.	Mo dupé lówó awon Gomina ipinlè naa fun idagbasoke awon ile-iwosan to wa ni ipinlè naa, awon ile-iwosan tuntun ati awon ile-iwosan to n boju to ewu.
